FR0000045072;;-0.6103872754890651;13.829664972430178;13.829664972430178;13.829664972430178;
FR0000051732;;-0.3903872754890651;114.47501463271917;114.47501463271917;114.47501463271917;
FR0000052292;;0.7096127245109349;498.9824378431006;498.9824378431006;498.9824378431006;
FR0000073272;;0.5496127245109348;95.18366513760273;95.18366513760273;95.18366513760273;
FR0000120073;;0.5896127245109348;107.3828663865303;107.3828663865303;107.3828663865303;
FR0000120172;;-0.45038727548906515;17.694495642259454;17.694495642259454;17.694495642259454;
FR0000120271;;-0.5103872754890653;45.040141768059065;45.040141768059065;45.040141768059065;
FR0000120321;;0.2696127245109349;185.07322807248968;185.07322807248968;185.07322807248968;
FR0000120404;;-0.3703872754890651;43.290886918275504;43.290886918275504;43.290886918275504;
FR0000120503;;0.18961272451093492;47.106726392852146;47.106726392852146;47.106726392852146;
FR0000120578;;-0.25038727548906514;68.12955811062373;68.12955811062373;68.12955811062373;
FR0000120628;;-0.43038727548906514;24.780225456467534;24.780225456467534;24.780225456467534;
FR0000120644;;0.5296127245109348;76.22962543964212;76.22962543964212;76.22962543964212;
FR0000120693;;0.24961272451093486;130.10693381546153;130.10693381546153;130.10693381546153;
FR0000121014;;0.30961272451093486;262.2208400296625;262.2208400296625;262.2208400296625;
FR0000121220;;0.14961272451093494;113.81829965984649;113.81829965984649;113.81829965984649;
FR0000121261;;-0.27038727548906516;117.6846069555901;117.6846069555901;117.6846069555901;
FR0000121329;;0.6696127245109349;95.7001181248303;95.7001181248303;95.7001181248303;
FR0000121485;;0.28961272451093484;382.7618831243024;382.7618831243024;382.7618831243024;
FR0000121501;;-0.5903872754890651;15.957264591500872;15.957264591500872;15.957264591500872;
FR0000121667;;0.5896127245109348;122.04925201070331;122.04925201070331;122.04925201070331;
FR0000121972;;-0.35038727548906506;69.70029022404869;69.70029022404869;69.70029022404869;
FR0000124141;;-0.6103872754890651;19.303894177193524;19.303894177193524;19.303894177193524;
FR0000125007;;-0.6903872754890652;42.84407712308287;42.84407712308287;42.84407712308287;
FR0000125338;;0.1696127245109349;103.36040509293666;103.36040509293666;103.36040509293666;
FR0000125486;;-0.25038727548906514;83.54755235458346;83.54755235458346;83.54755235458346;
FR0000127771;;0.46961272451093483;24.31651127067623;24.31651127067623;24.31651127067623;
FR0000130577;;-0.4103872754890651;54.489179213678774;54.489179213678774;54.489179213678774;
FR0000130650;;0.7496127245109347;100.2068757370684;100.2068757370684;100.2068757370684;
FR0000130809;;-0.5903872754890651;43.041140309225625;43.041140309225625;43.041140309225625;
FR0000131104;;-0.6103872754890651;61.466277604737975;61.466277604737975;61.466277604737975;
FR0000131906;;-0.27038727548906516;81.26638991605174;81.26638991605174;81.26638991605174;
FR0000133308;;-0.7103872754890652;12.82309786275895;12.82309786275895;12.82309786275895;
FR0010208488;;0.18961272451093492;14.412256223074674;14.412256223074674;14.412256223074674;
FR0010307819;;-0.3103872754890651;65.01828284247573;65.01828284247573;65.01828284247573;
FR0013326246;;-0.7903872754890651;186.67036154495992;186.67036154495992;186.67036154495992;
GB00BDSFG982;;-0.7903872754890651;22.90519365594769;22.90519365594769;22.90519365594769;
LU1598757687;;-0.8103872754890651;25.169036605083377;25.169036605083377;25.169036605083377;
NL0000226223;;-0.43038727548906514;17.881184095977474;17.881184095977474;17.881184095977474;
NL0000235190;;-0.29038727548906507;83.38340612444394;83.38340612444394;83.38340612444394;
